source,estimated_usage_bins,city,zone,zone_demand_popularity,dayType,pickUpHourOfDay,sla,booking_type,DU_Bad_Count,DU_good_cnt,total_cnt
ios,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,43,71,114
android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,19,50,69
android,LTE_1_HOUR,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,LATENIGHT,Scheduled,one_way_trip,9,13,22
android,LTE_1_HOUR,Bangalore,220,POPULARITY_INDEX_2,NORMAL_WEEKDAY,MORNING,Scheduled,one_way_trip,8,10,18
android,LTE_1_HOUR,Bangalore,221,POPULARITY_INDEX_2,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,7,4,11
ios,LTE_1_HOUR,Mumbai,443,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,7,12,19
android,LTE_1_HOUR,Mumbai,399,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,6,0,6
ios,LTE_1_HOUR,Bangalore,500,POPULARITY_INDEX_4,NORMAL_WEEKDAY,LATENIGHT,Scheduled,one_way_trip,6,1,7
android,LTE_1_HOUR,Mumbai,418,POPULARITY_INDEX_3,WEEKEND,VERYLATE,Scheduled,one_way_trip,6,5,11
android,LTE_1_HOUR,Bangalore,505,POPULARITY_INDEX_3,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,6,8,14
ios,LTE_1_HOUR,Bangalore,248,POPULARITY_INDEX_1,FRIDAY,LATENIGHT,Scheduled,one_way_trip,5,1,6
ios,LTE_1_HOUR,Delhi NCR,347,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,5,2,7
android,LTE_1_HOUR,Bangalore,248,POPULARITY_INDEX_1,FRIDAY,LATENIGHT,Scheduled,one_way_trip,5,3,8
Phone,NOT_SPECIFIED,Bangalore,246,POPULARITY_INDEX_3,NORMAL_WEEKDAY,MORNING,Scheduled,one_way_trip,5,4,9
ios,GT_1_LTE_2_HOURS,Bangalore,221,POPULARITY_INDEX_2,NORMAL_WEEKDAY,MORNING,Scheduled,one_way_trip,5,5,10
ios,LTE_1_HOUR,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,5,6,11
android,LTE_1_HOUR,Delhi NCR,264,POPULARITY_INDEX_2,WEEKEND,VERYLATE,Scheduled,one_way_trip,4,0,4
android,LTE_1_HOUR,Bangalore,505,POPULARITY_INDEX_3,WEEKEND,VERYLATE,Scheduled,one_way_trip,4,0,4
android,LTE_1_HOUR,Pune,329,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,4,0,4
android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,one_way_trip,4,2,6
ios,LTE_1_HOUR,Bangalore,221,POPULARITY_INDEX_2,FRIDAY,LATENIGHT,Scheduled,one_way_trip,4,3,7
ios,GT_1_LTE_2_HOURS,Mumbai,443,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,one_way_trip,4,4,8
android,LTE_1_HOUR,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,one_way_trip,3,0,3
android,LTE_1_HOUR,Bangalore,504,POPULARITY_INDEX_2,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,3,0,3
android,LTE_1_HOUR,Delhi NCR,75,POPULARITY_INDEX_3,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,3,0,3
android,LTE_1_HOUR,Hyderabad,142,POPULARITY_INDEX_3,NORMAL_WEEKDAY,AFTERNOON,Scheduled,one_way_trip,3,0,3
android,LTE_1_HOUR,Bangalore,202,POPULARITY_INDEX_4,WEEKEND,NIGHT,Scheduled,one_way_trip,3,0,3
android,LTE_1_HOUR,Chennai,341,POPULARITY_INDEX_4,WEEKEND,NIGHT,Scheduled,one_way_trip,3,0,3
android,LTE_1_HOUR,Mumbai,442,POPULARITY_INDEX_4,WEEKEND,EARLY,Scheduled,one_way_trip,3,0,3
ios,GT_2_LTE_3_HOURS,Mumbai,400,POPULARITY_INDEX_4,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,3,0,3
ios,GT_3_LTE_4_HOURS,Chennai,477,POPULARITY_INDEX_4,WEEKEND,EVENING,Scheduled,round_trip,3,0,3
ios,LTE_1_HOUR,Bangalore,331,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,3,0,3
android,GT_3_LTE_4_HOURS,Bangalore,504,POPULARITY_INDEX_2,WEEKEND,MORNING,Scheduled,round_trip,3,1,4
android,LTE_1_HOUR,Bangalore,504,POPULARITY_INDEX_2,WEEKEND,VERYLATE,Scheduled,one_way_trip,3,1,4
android,LTE_1_HOUR,Delhi NCR,263,POPULARITY_INDEX_2,FRIDAY,LATENIGHT,Scheduled,one_way_trip,3,1,4
android,LTE_1_HOUR,Bangalore,331,POPULARITY_INDEX_4,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,3,1,4
ios,GT_1_LTE_2_HOURS,Mumbai,460,POPULARITY_INDEX_5,FRIDAY,EVENING,Scheduled,one_way_trip,3,1,4
android,LTE_1_HOUR,Bangalore,248,POPULARITY_INDEX_1,FRIDAY,NIGHT,Scheduled,one_way_trip,3,2,5
ios,GT_1_LTE_2_HOURS,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,LATENIGHT,Scheduled,one_way_trip,3,2,5
android,LTE_1_HOUR,Bangalore,220,POPULARITY_INDEX_2,FRIDAY,LATENIGHT,Scheduled,one_way_trip,3,2,5
android,LTE_1_HOUR,Bangalore,256,POPULARITY_INDEX_2,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,3,2,5
android,LTE_1_HOUR,Bangalore,508,POPULARITY_INDEX_3,WEEKEND,AFTERNOON,Scheduled,one_way_trip,3,2,5
ios,LTE_1_HOUR,Mumbai,432,POPULARITY_INDEX_3,WEEKEND,VERYLATE,Scheduled,one_way_trip,3,2,5
android,GT_1_LTE_2_HOURS,Bangalore,248,POPULARITY_INDEX_1,FRIDAY,NIGHT,Scheduled,one_way_trip,2,0,2
android,GT_1_LTE_2_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,round_trip,2,0,2
android,GT_3_LTE_4_HOURS,Mumbai,445,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,4hr,2,0,2
android,LTE_1_HOUR,Bangalore,248,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,one_way_trip,2,0,2
ios,GT_1_LTE_2_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,round_trip,2,0,2
ios,GT_2_LTE_3_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,one_way_trip,2,0,2
msite,LTE_1_HOUR,Bangalore,248,POPULARITY_INDEX_1,FRIDAY,NIGHT,Scheduled,one_way_trip,2,0,2
android,GT_1_LTE_2_HOURS,Bangalore,245,POPULARITY_INDEX_2,WEEKEND,AFTERNOON,Scheduled,round_trip,2,0,2
android,GT_1_LTE_2_HOURS,Hyderabad,155,POPULARITY_INDEX_2,NORMAL_WEEKDAY,VERYLATE,Scheduled,round_trip,2,0,2
android,GT_3_LTE_4_HOURS,Bangalore,256,POPULARITY_INDEX_2,WEEKEND,LATENIGHT,Scheduled,4hr,2,0,2
android,GT_6_LTE_8_HOURS,Bangalore,249,POPULARITY_INDEX_2,WEEKEND,EVENING,Scheduled,8hr,2,0,2
android,GT_8_HOURS,Delhi NCR,264,POPULARITY_INDEX_2,FRIDAY,EARLY,Scheduled,outstation,2,0,2
android,LTE_1_HOUR,Bangalore,207,POPULARITY_INDEX_2,FRIDAY,LATENIGHT,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Bangalore,207,POPULARITY_INDEX_2,FRIDAY,VERYLATE,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Bangalore,221,POPULARITY_INDEX_2,WEEKEND,LATENIGHT,Scheduled,one_way_trip,2,0,2
ios,GT_1_LTE_2_HOURS,Bangalore,250,POPULARITY_INDEX_2,WEEKEND,AFTERNOON,Scheduled,round_trip,2,0,2
ios,GT_3_LTE_4_HOURS,Bangalore,511,POPULARITY_INDEX_2,WEEKEND,AFTERNOON,Scheduled,4hr,2,0,2
ios,LTE_1_HOUR,Bangalore,250,POPULARITY_INDEX_2,WEEKEND,EVENING,Scheduled,one_way_trip,2,0,2
ios,LTE_1_HOUR,Delhi NCR,262,POPULARITY_INDEX_2,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,2,0,2
ios,LTE_1_HOUR,Delhi NCR,263,POPULARITY_INDEX_2,WEEKEND,LATENIGHT,Scheduled,one_way_trip,2,0,2
android,GT_1_LTE_2_HOURS,Bangalore,508,POPULARITY_INDEX_3,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,2,0,2
android,GT_1_LTE_2_HOURS,Hyderabad,223,POPULARITY_INDEX_3,FRIDAY,EVENING,Scheduled,2hr,2,0,2
android,GT_1_LTE_2_HOURS,Mumbai,448,POPULARITY_INDEX_3,WEEKEND,EVENING,Scheduled,round_trip,2,0,2
android,LTE_1_HOUR,Delhi NCR,75,POPULARITY_INDEX_3,FRIDAY,VERYLATE,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Delhi NCR,75,POPULARITY_INDEX_3,NORMAL_WEEKDAY,LATENIGHT,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Hyderabad,174,POPULARITY_INDEX_3,FRIDAY,LATENIGHT,Scheduled,one_way_trip,2,0,2
ios,GT_1_LTE_2_HOURS,Bangalore,508,POPULARITY_INDEX_3,WEEKEND,AFTERNOON,Scheduled,round_trip,2,0,2
ios,GT_1_LTE_2_HOURS,Mumbai,429,POPULARITY_INDEX_3,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,0,2
ios,GT_6_LTE_8_HOURS,Mumbai,450,POPULARITY_INDEX_3,NORMAL_WEEKDAY,MORNING,Scheduled,8hr,2,0,2
ios,LTE_1_HOUR,Delhi NCR,75,POPULARITY_INDEX_3,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,0,2
ios,LTE_1_HOUR,Mumbai,446,POPULARITY_INDEX_3,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,2,0,2
android,GT_1_LTE_2_HOURS,Bangalore,202,POPULARITY_INDEX_4,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,2,0,2
android,GT_1_LTE_2_HOURS,Bangalore,331,POPULARITY_INDEX_4,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,2,0,2
android,GT_4_LTE_6_HOURS,Pune,194,POPULARITY_INDEX_4,FRIDAY,MORNING,Scheduled,6hr,2,0,2
android,GT_4_LTE_6_HOURS,Pune,194,POPULARITY_INDEX_4,WEEKEND,AFTERNOON,Scheduled,6hr,2,0,2
android,LTE_1_HOUR,Chennai,100,POPULARITY_INDEX_4,WEEKEND,NIGHT,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Chennai,333,POPULARITY_INDEX_4,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Delhi NCR,62,POPULARITY_INDEX_4,FRIDAY,LATENIGHT,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Delhi NCR,74,POPULARITY_INDEX_4,WEEKEND,NIGHT,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Hyderabad,154,POPULARITY_INDEX_4,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Hyderabad,163,POPULARITY_INDEX_4,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Hyderabad,166,POPULARITY_INDEX_4,FRIDAY,NIGHT,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Mumbai,422,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Pune,194,POPULARITY_INDEX_4,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,2,0,2
ios,GT_1_LTE_2_HOURS,Bangalore,205,POPULARITY_INDEX_4,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,2,0,2
ios,GT_3_LTE_4_HOURS,Mumbai,399,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,4hr,2,0,2
ios,GT_3_LTE_4_HOURS,Pune,194,POPULARITY_INDEX_4,FRIDAY,AFTERNOON,Scheduled,4hr,2,0,2
ios,GT_4_LTE_6_HOURS,Mumbai,400,POPULARITY_INDEX_4,FRIDAY,AFTERNOON,Scheduled,6hr,2,0,2
ios,LTE_1_HOUR,Bangalore,205,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,0,2
ios,LTE_1_HOUR,Bangalore,208,POPULARITY_INDEX_4,WEEKEND,EVENING,Scheduled,one_way_trip,2,0,2
ios,LTE_1_HOUR,Bangalore,491,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,0,2
ios,LTE_1_HOUR,Delhi NCR,62,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,0,2
ios,LTE_1_HOUR,Hyderabad,163,POPULARITY_INDEX_4,WEEKEND,LATENIGHT,Scheduled,one_way_trip,2,0,2
msite,LTE_1_HOUR,Hyderabad,163,POPULARITY_INDEX_4,WEEKEND,NIGHT,Scheduled,one_way_trip,2,0,2
Phone,NOT_SPECIFIED,Mumbai,404,POPULARITY_INDEX_5,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,2,0,2
android,GT_1_LTE_2_HOURS,Bangalore,506,POPULARITY_INDEX_5,NORMAL_WEEKDAY,VERYLATE,Scheduled,round_trip,2,0,2
android,GT_1_LTE_2_HOURS,Chennai,96,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EVENING,Scheduled,round_trip,2,0,2
android,GT_4_LTE_6_HOURS,Mumbai,413,POPULARITY_INDEX_5,FRIDAY,EVENING,Scheduled,round_trip,2,0,2
android,GT_6_LTE_8_HOURS,Chennai,81,POPULARITY_INDEX_5,WEEKEND,AFTERNOON,Scheduled,round_trip,2,0,2
android,GT_6_LTE_8_HOURS,Delhi NCR,67,POPULARITY_INDEX_5,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,2,0,2
android,GT_8_HOURS,Chennai,92,POPULARITY_INDEX_5,WEEKEND,MORNING,Scheduled,12hr,2,0,2
android,GT_8_HOURS,Delhi NCR,374,POPULARITY_INDEX_5,NORMAL_WEEKDAY,VERYLATE,Scheduled,outstation,2,0,2
android,LTE_1_HOUR,Bangalore,497,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Chennai,476,POPULARITY_INDEX_5,WEEKEND,LATENIGHT,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Delhi NCR,241,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Delhi NCR,267,POPULARITY_INDEX_5,NORMAL_WEEKDAY,LATENIGHT,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Delhi NCR,349,POPULARITY_INDEX_5,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Delhi NCR,379,POPULARITY_INDEX_5,NORMAL_WEEKDAY,MORNING,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Hyderabad,144,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Hyderabad,144,POPULARITY_INDEX_5,NORMAL_WEEKDAY,NIGHT,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Pune,328,POPULARITY_INDEX_5,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,2,0,2
android,LTE_1_HOUR,Pune,330,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EVENING,Scheduled,round_trip,2,0,2
ios,GT_1_LTE_2_HOURS,Delhi NCR,365,POPULARITY_INDEX_5,WEEKEND,VERYLATE,Scheduled,2hr,2,0,2
ios,GT_1_LTE_2_HOURS,Mumbai,401,POPULARITY_INDEX_5,FRIDAY,NIGHT,Scheduled,one_way_trip,2,0,2
ios,GT_1_LTE_2_HOURS,Mumbai,416,POPULARITY_INDEX_5,FRIDAY,LATENIGHT,Scheduled,one_way_trip,2,0,2
ios,GT_1_LTE_2_HOURS,Mumbai,423,POPULARITY_INDEX_5,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,2,0,2
ios,GT_2_LTE_3_HOURS,Mumbai,414,POPULARITY_INDEX_5,WEEKEND,AFTERNOON,Scheduled,round_trip,2,0,2
ios,GT_2_LTE_3_HOURS,Mumbai,469,POPULARITY_INDEX_5,WEEKEND,EVENING,Scheduled,round_trip,2,0,2
ios,LTE_1_HOUR,Delhi NCR,351,POPULARITY_INDEX_5,NORMAL_WEEKDAY,LATENIGHT,Scheduled,one_way_trip,2,0,2
ios,LTE_1_HOUR,Delhi NCR,381,POPULARITY_INDEX_5,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,0,2
ios,LTE_1_HOUR,Pune,193,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,2,0,2
msite,GT_2_LTE_3_HOURS,Pune,310,POPULARITY_INDEX_5,WEEKEND,EVENING,Scheduled,round_trip,2,0,2
msite,LTE_1_HOUR,Delhi NCR,67,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,2,0,2
android,GT_1_LTE_2_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,round_trip,2,1,3
ios,GT_1_LTE_2_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,LATENIGHT,Scheduled,one_way_trip,2,1,3
ios,GT_1_LTE_2_HOURS,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,2,1,3
android,GT_2_LTE_3_HOURS,Bangalore,504,POPULARITY_INDEX_2,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,2,1,3
android,GT_3_LTE_4_HOURS,Bangalore,220,POPULARITY_INDEX_2,FRIDAY,MORNING,Scheduled,4hr,2,1,3
android,LTE_1_HOUR,Bangalore,220,POPULARITY_INDEX_2,FRIDAY,NIGHT,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Bangalore,220,POPULARITY_INDEX_2,WEEKEND,LATENIGHT,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Bangalore,221,POPULARITY_INDEX_2,FRIDAY,NIGHT,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Bangalore,221,POPULARITY_INDEX_2,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Bangalore,510,POPULARITY_INDEX_2,FRIDAY,LATENIGHT,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Bangalore,511,POPULARITY_INDEX_2,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Hyderabad,155,POPULARITY_INDEX_2,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Hyderabad,156,POPULARITY_INDEX_2,WEEKEND,AFTERNOON,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Bangalore,220,POPULARITY_INDEX_2,NORMAL_WEEKDAY,LATENIGHT,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Bangalore,221,POPULARITY_INDEX_2,FRIDAY,NIGHT,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Bangalore,221,POPULARITY_INDEX_2,NORMAL_WEEKDAY,NIGHT,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Delhi NCR,263,POPULARITY_INDEX_2,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
android,GT_3_LTE_4_HOURS,Mumbai,444,POPULARITY_INDEX_3,NORMAL_WEEKDAY,MORNING,Scheduled,4hr,2,1,3
android,GT_6_LTE_8_HOURS,Mumbai,430,POPULARITY_INDEX_3,NORMAL_WEEKDAY,EARLY,Scheduled,8hr,2,1,3
android,LTE_1_HOUR,Bangalore,496,POPULARITY_INDEX_3,WEEKEND,EVENING,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Bangalore,505,POPULARITY_INDEX_3,NORMAL_WEEKDAY,MORNING,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Bangalore,508,POPULARITY_INDEX_3,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Delhi NCR,75,POPULARITY_INDEX_3,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Hyderabad,159,POPULARITY_INDEX_3,FRIDAY,VERYLATE,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Hyderabad,223,POPULARITY_INDEX_3,FRIDAY,LATENIGHT,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Mumbai,451,POPULARITY_INDEX_3,NORMAL_WEEKDAY,MORNING,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Mumbai,454,POPULARITY_INDEX_3,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
ios,GT_1_LTE_2_HOURS,Bangalore,508,POPULARITY_INDEX_3,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,2,1,3
ios,GT_1_LTE_2_HOURS,Hyderabad,151,POPULARITY_INDEX_3,FRIDAY,LATENIGHT,Scheduled,one_way_trip,2,1,3
ios,GT_4_LTE_6_HOURS,Hyderabad,174,POPULARITY_INDEX_3,NORMAL_WEEKDAY,AFTERNOON,Scheduled,6hr,2,1,3
ios,LTE_1_HOUR,Bangalore,246,POPULARITY_INDEX_3,NORMAL_WEEKDAY,EARLY,Scheduled,round_trip,2,1,3
ios,LTE_1_HOUR,Bangalore,492,POPULARITY_INDEX_3,WEEKEND,NIGHT,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Hyderabad,151,POPULARITY_INDEX_3,WEEKEND,EARLY,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Hyderabad,151,POPULARITY_INDEX_3,WEEKEND,LATENIGHT,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Hyderabad,157,POPULARITY_INDEX_3,WEEKEND,NIGHT,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Mumbai,418,POPULARITY_INDEX_3,FRIDAY,VERYLATE,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Bangalore,491,POPULARITY_INDEX_4,NORMAL_WEEKDAY,LATENIGHT,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Chennai,103,POPULARITY_INDEX_4,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,2,1,3
android,LTE_1_HOUR,Hyderabad,154,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
ios,GT_1_LTE_2_HOURS,Mumbai,399,POPULARITY_INDEX_4,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,2,1,3
ios,GT_1_LTE_2_HOURS,Mumbai,399,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Bangalore,200,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Delhi NCR,62,POPULARITY_INDEX_4,FRIDAY,VERYLATE,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Delhi NCR,270,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Mumbai,399,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Mumbai,419,POPULARITY_INDEX_4,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
android,GT_1_LTE_2_HOURS,Mumbai,403,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EVENING,Scheduled,round_trip,2,1,3
android,GT_3_LTE_4_HOURS,Mumbai,403,POPULARITY_INDEX_5,NORMAL_WEEKDAY,MORNING,Scheduled,4hr,2,1,3
android,GT_3_LTE_4_HOURS,Pune,327,POPULARITY_INDEX_5,NORMAL_WEEKDAY,EVENING,Scheduled,4hr,2,1,3
android,LTE_1_HOUR,Mumbai,401,POPULARITY_INDEX_5,WEEKEND,VERYLATE,Scheduled,one_way_trip,2,1,3
ios,LTE_1_HOUR,Pune,316,POPULARITY_INDEX_5,NORMAL_WEEKDAY,AFTERNOON,Scheduled,round_trip,2,1,3
B2B Portal,NOT_SPECIFIED,Bangalore,209,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,1,0,1
Phone,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,round_trip,1,0,1
Phone,NOT_SPECIFIED,Bangalore,209,POPULARITY_INDEX_1,NORMAL_WEEKDAY,NIGHT,Scheduled,4hr,1,0,1
Phone,NOT_SPECIFIED,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,4hr,1,0,1
Phone,NOT_SPECIFIED,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,one_way_trip,1,0,1
Phone,NOT_SPECIFIED,Bangalore,248,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,6hr,1,0,1
Phone,NOT_SPECIFIED,Bangalore,248,POPULARITY_INDEX_1,NORMAL_WEEKDAY,NIGHT,Scheduled,one_way_trip,1,0,1
Phone,NOT_SPECIFIED,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,LATENIGHT,Scheduled,one_way_trip,1,0,1
Phone,NOT_SPECIFIED,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,LATENIGHT,Scheduled,one_way_trip,1,0,1
Phone,NOT_SPECIFIED,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,8hr,1,0,1
Phone,NOT_SPECIFIED,Mumbai,443,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,6hr,1,0,1
Phone,NOT_SPECIFIED,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,6hr,1,0,1
Phone,NOT_SPECIFIED,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,VERYLATE,Scheduled,one_way_trip,1,0,1
android,GT_1_LTE_2_HOURS,Bangalore,209,POPULARITY_INDEX_1,FRIDAY,LATENIGHT,Scheduled,round_trip,1,0,1
android,GT_1_LTE_2_HOURS,Bangalore,209,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,one_way_trip,1,0,1
android,GT_1_LTE_2_HOURS,Bangalore,209,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,one_way_trip,1,0,1
