source,estimated_usage_bins,city,zone,zone_demand_popularity,dayType,pickUpHourOfDay,sla,booking_type,DU_Bad_Count,DU_good_cnt,total_cnt
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Immediate,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,FRIDAY,NIGHT,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,EVENING,Immediate,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,NIGHT,Immediate,one_way_trip,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,NIGHT,Scheduled,one_way_trip,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,NIGHT,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,248,POPULARITY_INDEX_1,FRIDAY,EARLY,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,248,POPULARITY_INDEX_1,FRIDAY,EVENING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,248,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Immediate,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,248,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,248,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_trip,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,248,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Bangalore,248,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,NIGHT,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,289,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,289,POPULARITY_INDEX_1,FRIDAY,EVENING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,289,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,EARLY,Immediate,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,LATENIGHT,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,NIGHT,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,443,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,443,POPULARITY_INDEX_1,FRIDAY,EVENING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,443,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,round_trip,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,443,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,445,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,one_way_trip,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,445,POPULARITY_INDEX_1,FRIDAY,EVENING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,445,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Immediate,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,445,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,445,POPULARITY_INDEX_1,NORMAL_WEEKDAY,VERYLATE,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,445,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Immediate,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,445,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,4hr,0,1,1
android,GT_3_LTE_4_HOURS,Mumbai,445,POPULARITY_INDEX_1,WEEKEND,VERYLATE,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,209,POPULARITY_INDEX_1,FRIDAY,EVENING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,209,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,209,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,209,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,FRIDAY,EARLY,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,5hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,one_way_outstation,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,NIGHT,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,5hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,216,POPULARITY_INDEX_1,WEEKEND,NIGHT,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,217,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,217,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,217,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,217,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,217,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,5hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,217,POPULARITY_INDEX_1,WEEKEND,MORNING,Immediate,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,217,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,217,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,219,POPULARITY_INDEX_1,FRIDAY,NIGHT,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Immediate,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,NIGHT,Immediate,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,248,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,248,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,248,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,5hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,248,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,248,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Bangalore,248,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,one_way_trip,0,1,1
android,GT_4_LTE_6_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,EARLY,Scheduled,one_way_outstation,0,1,1
android,GT_4_LTE_6_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,FRIDAY,EVENING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,FRIDAY,NIGHT,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,one_way_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,one_way_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,one_way_outstation,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,one_way_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,one_way_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,NIGHT,Scheduled,one_way_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,443,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Immediate,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,one_way_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,round_trip,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,6hr,0,1,1
android,GT_4_LTE_6_HOURS,Mumbai,445,POPULARITY_INDEX_1,WEEKEND,NIGHT,Scheduled,6hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,209,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,209,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,209,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,209,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,209,POPULARITY_INDEX_1,WEEKEND,MORNING,Immediate,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,217,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Immediate,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,217,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,one_way_trip,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,248,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,248,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,one_way_outstation,0,1,1
android,GT_6_LTE_8_HOURS,Bangalore,248,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,MORNING,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,289,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Immediate,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,EARLY,Immediate,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,443,POPULARITY_INDEX_1,FRIDAY,EARLY,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,443,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,443,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Immediate,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,443,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,one_way_trip,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,445,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,445,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,8hr,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,445,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,round_trip,0,1,1
android,GT_6_LTE_8_HOURS,Mumbai,445,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,8hr,0,1,1
android,GT_8_HOURS,Bangalore,209,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Bangalore,209,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,209,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,209,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,FRIDAY,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,one_way_outstation,0,1,1
android,GT_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,NORMAL_WEEKDAY,MORNING,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,216,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,217,POPULARITY_INDEX_1,FRIDAY,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,217,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,FRIDAY,AFTERNOON,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,FRIDAY,EVENING,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,219,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Bangalore,248,POPULARITY_INDEX_1,WEEKEND,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Bangalore,248,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,FRIDAY,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,AFTERNOON,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EVENING,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,outstation,0,1,1
android,GT_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,EVENING,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Hyderabad,141,POPULARITY_INDEX_1,WEEKEND,MORNING,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Mumbai,289,POPULARITY_INDEX_1,NORMAL_WEEKDAY,EARLY,Scheduled,12hr,0,1,1
android,GT_8_HOURS,Mumbai,289,POPULARITY_INDEX_1,WEEKEND,AFTERNOON,Scheduled,outstation,0,1,1
